word,dlt_stor
to,1
decide,1
where,1
they,1
should,1
open,2
offices,2
and,2
factories,1
and,1
how,2
much,1
they,1
should,1
pay,1
their,1
employees.,0
Helena,3
"Hartlauer,",4
"32,",2
is,1
from,1
Vienna.,0
She,1
said,1
she,1
was,1
not,1
surprised,1
about,1
her,2
city's,3
top,1
position.,0
For,1
many,1
"years,",2
Vienna's,5
government,1
has,1
spent,2
money,1
on,1
good,1
social,1
housing.,0
This,1
makes,2
Vienna,1
a,1
cheap,1
place,1
to,1
live,1
compared,1
to,1
other,1
big,1
cities.,0
“I,1
live,3
in,3
a,3
100,3
square-meter,11
apartment,2
in,2
a,2
good,2
area,1
about,2
20,2
minutes',3
walk,1
from,1
the,1
city,1
center.,0
But,1
my,2
rent,1
is,1
just,1
€800,5
(£625),6
a,1
month.”,0
A,1
similar,1
apartment,2
in,2
London,1
costs,1
over,1
"£2,000",3
and,1
even,1
more,1
in,1
New,1
"York,",2
which,1
came,2
44th,1
in,1
the,1
study.,0
US,1
cities,1
do,3
badly,2
in,2
the,2
"study,",2
mostly,1
because,2
of,1
worries,1
about,1
personal,1
safety,1
and,1
crime.,0
The,1
US,1
city,2
in,2
top,2
position,1
is,1
San,3
"Francisco,",4
in,2
28th,2
position;,2
Boston,1
is,1
34th.,0
“You,1
don't,2
realize,2
how,2
safe,3
Vienna,3
is,2
until,2
you,2
go,2
"abroad,”",3
said,1
Hartlauer.,0
“We,1
also,1
have,2
terrific,2
public,2
transport,1
–,1
the,2
underground,2
trains,1
run,3
24,3
hours,2
at,2
weekends,1
and,1
it,1
only,1
costs,2
€1,1
per,1
trip.”,0
“Vienna's,3
location,1
is,1
very,1
"special,”",3
said,1
Martin,3
"Eichtinger,",4
Austrian,2
ambassador,2
to,2
"London,",2
who,1
lived,2
in,2
Vienna,1
for,1
20,1
years.,0
“The,1
fall,2
of,2
the,2
Berlin,2
Wall,1
helped,1
make,2
Vienna,1
a,1
center,1
for,1
companies,1
who,1
want,1
to,1
do,2
business,1
in,1
Central,1
Europe.”,0
Mercer,1
says,2
Zurich,3
in,3
Switzerland,2
has,2
the,3
world's,5
second,2
highest,2
quality,2
of,2
life,1
but,1
the,2
Viennese,1
say,1
their,2
city,1
is,1
far,2
more,1
fun.,0
“There,1
are,3
more,3
students,3
in,3
Vienna,2
than,2
any,2
other,2
German-speaking,8
"city,”",3
said,1
Hartlauer.,0
“It's,2
a,1
very,2
young,2
and,2
lively,1
"city,”",3
she,1
added.,0
Clay,2
Cockrell,1
is,1
sitting,3
in,3
his,3
office,2
at,2
Columbus,2
"Circle,",2
across,1
the,1
street,1
from,1
1,2
Central,2
Park,1
"West,",2
which,1
houses,1
Trump,1
International,1
Hotel,1
and,1
Tower.,0
In,1
front,2
of,2
the,2
tower,1
is,1
Central,1
"Park,",2
where,1
Cockrell,1
holds,3
his,3
popular,3
walk,2
and,2
talk,1
therapy,1
sessions.,0
"Cockrell,",4
a,2
former,2
Wall,3
Street,3
worker,2
turned,2
"therapist,",2
spends,2
large,2
parts,2
of,2
his,2
days,2
walking,3
through,3
Central,3
Park,3
or,3
the,3
Battery,3
Park,2
in,2
downtown,2
Manhattan,2
near,2
Wall,2
"Street,",2
as,1
a,1
confidant,2
and,2
counselor,1
to,1
some,1
of,1
New,2
York's,3
wealthiest,1
people.,0
“I,1
shifted,3
towards,3
it,2
"naturally,”",3
he,1
said,1
of,1
his,1
becoming,1
an,1
expert,1
in,1
wealth,1
therapy.,0
“Many,2
of,3
the,3
extremely,3
wealthy,2
–,2
the,2
1%,4
of,2
the,2
1%,3
–,1
feel,1
that,1
their,2
problems,1
are,1
really,1
not,1
problems.,0
But,1
they,1
are.,0
A,1
lot,2
of,2
therapists,1
do,1
not,1
give,2
enough,2
weight,1
to,1
their,1
issues.”,0
"So,",2
what,2
issues,1
are,1
America's,5
1%,3
struggling,1
with?,0
“There,1
is,3
guilt,2
over,2
being,2
rich,2
in,2
the,2
first,2
"place,”",3
he,1
said.,0
“There,1
is,1
the,1
feeling,1
that,1
they,1
have,1
to,1
hide,1
the,1
fact,1
that,1
they,1
are,1
rich.,0
"And,",2
"then,",2
there,1
is,2
the,2
isolation,1
–,1
being,2
in,2
the,2
"1%,",4
it,2
turns,2
"out,",2
can,1
be,1
lonely.”,0
It,1
seems,2
F.,4
Scott,3
Fitzgerald,2
was,2
right:,2
the,2
very,2
rich,1
“are,2
different,1
from,1
you,1
and,1
me.”,0
Counselors,1
argue,1
things,1
have,1
become,1
worse,1
since,1
the,1
financial,1
crisis,1
and,1
the,1
debate,1
over,1
income,1
inequality,1
that,1
has,1
been,1
spurred,2
on,1
by,1
movements,2
like,2
Occupy,2
Wall,2
Street,2
and,2
the,2
Fight,1
for,1
$15,3
fair,1
wage,1
campaign.,0
“The,1
Occupy,1
Wall,2
Street,1
movement,1
was,1
a,1
good,1
one,3
and,3
had,3
some,3
important,3
things,3
to,3
say,3
about,3
income,3
inequality,2
but,2
it,2
singled,4
out,3
the,3
1%,5
and,2
painted,4
them,3
globally,2
as,2
something,2
"negative,”",3
said,1
Jamie,3
"Traeger-Muney,",6
a,1
wealth,1
psychologist,1
and,1
founder,1
of,1
the,1
Wealth,2
Legacy,1
Group.,0
The,1
"media,",2
she,2
"said,",2
is,1
partly,1
to,1
blame,1
for,1
making,1
the,2
rich,1
“feel,2
like,1
they,1
need,1
to,1
hide,1
or,1
feel,1
ashamed”.,0
"“Sometimes,",2
I,1
am,1
shocked,1
by,1
things,1
that,1
people,1
say.,0
You,1
would,1
never,1
refer,2
to,2
another,2
group,2
of,2
people,1
in,1
the,1
way,1
that,1
it,1
seems,1
perfectly,1
normal,1
to,1
refer,1
to,1
wealth,1
holders.”,0
“It's,2
really,1
isolating,1
to,1
have,1
a,1
lot,1
of,1
money.,0
People's,3
reactions,2
to,2
you,1
can,1
be,1
"scary,”",3
said,1
Barbara,2
"Nusbaum,",2
an,1
expert,1
in,1
money,1
psychology.,0
“We,1
are,1
all,1
taught,1
not,1
to,1
talk,1
about,1
money.,0
It's,2
not,1
polite,1
to,1
talk,1
about,1
money.,0
"Ironically,",2
it's,2
harder,1
to,1
talk,1
about,1
having,2
money,1
than,1
it,2
is,1
to,1
talk,1
about,1
not,1
having,1
money.,0
It's,2
much,2
more,2
socially,1
acceptable,2
to,2
say,1
‘I,2
am,1
broke.,0
Things,1
are,1
hard.',0
You,1
can't,2
say,1
‘I,2
have,1
a,1
ton,1
of,1
money.',0
You,1
have,1
to,1
keep,2
a,2
lot,2
of,2
your,2
life,1
private.”,0
As,1
a,1
"result,",2
Cockrell,1
points,2
"out,",2
the,2
rich,1
tend,1
to,1
hang,3
out,2
with,2
other,2
rich,2
"Americans,",2
not,1
out,1
of,1
snobbery,1
but,1
in,2
order,1
to,1
be,1
around,1
those,1
who,1
understand,1
them,1
and,1
their,1
problems.,0
In,1
the,1
"US,",2
over,2
the,2
last,2
three,2
"decades,",2
the,2
number,2
of,2
extremely,3
wealthy,2
people,1
has,1
been,1
climbing.,0
According,2
to,1
research,2
from,2
Spectrem,2
"Group,",2
in,2
"2014,",2
the,2
number,3
of,3
US,3
households,3
with,3
$1m,14
or,4
more,3
in,3
assets,2
–,2
excluding,2
the,2
value,2
of,2
their,2
primary,2
home,1
–,1
increased,2
by,2
"500,000",1
to,1
10.1m.,1
In,1
"2007,",2
that,2
number,1
was,1
9.2m.,1
Households,2
worth,2
$5m,8
or,2
more,1
reached,2
1.3m,3
and,1
"142,000",2
households,1
are,1
now,1
worth,1
$25m,5
or,1
more.,0
Since,1
the,1
2008,1
financial,1
"crisis,",2
the,2
income,2
gap,1
has,1
expanded,2
and,2
the,3
situation,2
“has,4
gotten,2
worse,2
for,2
the,2
"wealthy,”",3
Cockrell,1
said.,0
The,1
main,1
reason?,0
Not,1
knowing,1
if,1
your,2
friends,1
are,1
friends,1
with,1
you,1
or,1
your,1
money.,0
“Someone,3
else,2
who,2
is,2
also,2
a,2
billionaire,1
–,1
they,1
don't,2
want,1
anything,1
from,1
you.,0
Never,1
being,1
able,2
to,2
trust,3
your,3
friendships,2
with,2
people,2
of,2
different,2
"means,",2
I,1
think,2
that,2
is,2
"difficult,”",3
said,1
Cockrell.,0
“As,1
the,2
gap,1
has,1
"widened,",2
the,2
rich,1
have,1
become,1
more,2
and,2
more,1
isolated.”,0
Some,1
Americans,1
have,1
taken,1
to,1
keeping,2
their,2
wealth,1
secret.,0
“There,1
are,2
a,2
lot,2
of,2
people,2
that,2
are,2
hiding,3
their,3
wealth,2
because,2
they,2
are,2
concerned,2
about,2
negative,2
"judgment,”",3
said,1
Traeger-Muney.,2
“If,1
wealthy,2
Americans,1
talk,2
about,2
the,2
unique,2
challenges,2
that,2
come,2
with,2
their,2
"wealth,",2
people,1
often,1
dismiss,1
their,1
experience.,0
People,1
say,1
"‘Oh,",3
poor,1
you.',0
There,1
is,3
not,2
a,2
lot,2
of,2
sympathy,2
"there,”",3
she,1
said.,0
“Wealth,1
is,1
still,1
one,1
of,1
our,1
last,1
taboos.”,0
Cockrell,1
said,1
that,1
a,2
common,2
mistake,2
that,2
many,3
of,3
his,3
wealthy,3
clients,2
make,1
is,1
letting,2
their,2
money,1
define,1
them.,0
“I,1
don't,2
think,1
it's,2
healthy,1
to,1
discount,1
your,1
problems.,0
If,1
you,1
are,1
part,2
of,2
the,2
"1%,",4
you,1
still,1
have,2
problems,1
and,1
they,1
are,1
legitimate,1
to,1
you.,0
Even,1
when,1
you,1
"say,",2
‘I,2
don't,2
have,2
to,2
struggle,2
for,2
"money',",3
there,1
are,1
other,1
parts,1
of,1
your,1
life.,0
Money,1
is,1
not,1
the,1
only,1
thing,2
that,2
defines,2
"you,”",3
he,1
said.,0
“Your,1
problems,1
are,1
real.”,0
Clay,2
Cockrell,1
is,1
sitting,2
in,2
his,2
office,1
opposite,1
the,1
Trump,1
International,1
Hotel,1
and,1
Tower.,0
In,1
front,2
of,2
the,2
tower,1
is,1
Central,1
"Park,",2
where,1
Cockrell,1
holds,3
his,3
popular,3
walk,2
and,2
talk,1
therapy,1
sessions.,0
Cockrell,1
is,1
a,1
former,1
Wall,2
Street,1
worker,1
who,1
is,1
now,1
a,1
therapist.,0
He,1
spends,2
large,2
parts,2
of,2
his,2
days,2
walking,2
in,2
Central,2
Park,2
or,2
the,2
Battery,2
Park,2
in,2
downtown,2
Manhattan,2
near,2
Wall,2
"Street,",2
talking,1
to,1
some,1
of,1
New,2
York's,3
wealthiest,1
people.,0
“Many,2
of,3
the,3
extremely,3
wealthy,2
–,2
the,2
1%,4
of,2
the,2
1%,3
–,1
feel,1
that,1
their,2
problems,1
are,1
really,1
not,1
problems.,0
But,1
they,1
"are,”",3
he,1
says.,0
"So,",2
what,2
problems,1
do,1
America's,5
1%,3
have?,0
“There,1
is,2
guilt,2
that,2
they,2
are,2
"rich,”",3
he,1
said.,0
“There,1
is,1
the,1
feeling,1
that,1
they,1
have,1
to,1
hide,1
that,1
they,1
are,1
rich.,0
"And,",2
"then,",2
there,1
is,2
the,2
isolation,1
–,1
being,1
in,2
the,2
1%,3
can,1
be,1
lonely.”,0
Counselors,1
say,1
that,1
things,1
have,1
become,1
worse,1
since,1
the,1
financial,1
crisis.,0
People,1
now,1
talk,2
about,2
the,2
gap,2
between,2
rich,3
and,3
poor,2
more,1
because,2
of,1
movements,1
like,1
Occupy,1
Wall,1
Street.,0
“Occupy,1
Wall,1
Street,1
had,3
some,3
important,3
things,3
to,3
say,3
about,3
the,3
gap,3
between,3
rich,3
and,3
poor,2
but,2
it,2
was,2
negative,2
about,2
the,2
"1%,”",5
said,1
Jamie,3
"Traeger-Muney,",6
a,1
wealth,1
psychologist.,0
The,1
"media,",4
she,2
"said,",2
makes,1
the,2
rich,1
“feel,2
like,1
they,1
need,1
to,1
hide,1
or,1
feel,1
ashamed”.,0
"“Sometimes,",2
I,1
am,1
shocked,1
by,1
things,1
that,1
people,1
say.,0
You,1
would,1
never,1
talk,2
about,2
another,2
group,2
of,2
people,1
in,1
the,1
way,1
that,1
it,1
seems,1
perfectly,1
normal,1
to,1
talk,1
about,1
wealthy,1
people.”,0
“It's,2
really,1
isolating,1
to,1
have,1
a,1
lot,1
of,1
money.,0
People's,3
reaction,2
to,2
you,1
can,1
be,1
"scary,”",3
said,1
Barbara,2
"Nusbaum,",2
an,1
expert,1
in,1
money,1
psychology.,0
“We,1
are,1
all,1
taught,1
not,1
to,1
talk,1
about,1
money.,0
It's,2
not,1
polite,1
to,1
talk,1
about,1
money.,0
But,1
it's,2
harder,1
to,1
talk,1
about,1
being,1
rich,1
than,1
it,2
is,1
to,1
talk,1
about,1
being,1
poor.,0
People,1
don't,2
mind,2
if,2
you,2
say,1
‘I,2
am,1
broke.,0
Things,1
are,1
hard.',0
You,1
can't,2
say,1
‘I,2
have,1
a,1
ton,1
of,1
money.',0
You,1
have,1
to,1
keep,2
a,2
lot,2
of,2
your,2
life,1
private.”,0
As,1
a,1
"result,",2
Cockrell,1
"says,",2
the,2
rich,1
hang,2
out,1
with,1
other,1
rich,1
Americans,1
who,1
understand,1
them,1
and,1
their,1
problems.,0
In,1
the,1
"US,",2
over,2
the,2
last,2
30,2
"years,",2
the,2
number,2
of,2
very,3
wealthy,2
people,1
has,1
grown.,0
In,1
"2014,",2
the,2
number,3
of,3
US,3
households,3
with,3
$1,8
million,3
or,3
more,2
–,2
excluding,2
the,2
value,2
of,2
their,2
main,2
home,1
–,1
increased,2
by,2
"500,000",1
to,1
10.1,1
million.,0
There,1
were,1
1.3,2
million,1
households,1
worth,1
$5,4
million,1
and,2
"142,000",1
worth,1
$25,4
million,1
or,1
more.,0
Since,1
the,1
2008,1
financial,1
"crisis,",2
the,2
gap,2
between,2
the,2
rich,2
and,2
the,2
poor,1
has,1
grown,2
and,2
the,3
situation,2
“has,4
gotten,2
worse,2
for,2
the,2
"wealthy,”",3
Cockrell,1
said.,0
The,1
main,1
reason?,0
Not,1
knowing,1
if,1
your,2
friends,1
are,1
friends,1
with,1
you,1
or,1
with,1
your,1
money.,0
“Someone,3
else,2
who,2
is,2
also,2
a,2
billionaire,1
–,1
they,1
don't,2
want,1
anything,1
from,1
you.,0
Never,1
being,1
able,2
to,2
trust,3
your,3
friendships,2
with,2
other,2
"people,",2
I,1
think,2
that,2
is,2
"difficult,”",3
said,1
Cockrell.,0
Some,1
Americans,1
keep,2
their,2
wealth,1
secret.,0
“There,1
are,3
a,3
lot,3
of,3
people,3
hiding,3
their,3
wealth,2
because,2
they,2
are,2
worried,2
about,2
negative,2
"judgment,”",3
said,1
Traeger-Muney.,2
“If,1
wealthy,2
Americans,1
talk,2
about,2
their,2
"problems,",2
people,1
often,1
don't,2
have,2
a,2
lot,2
of,2
"sympathy,”",3
she,1
said.,0
Cockrell,1
said,2
that,2
there,2
is,2
a,2
common,2
mistake,2
that,2
many,3
of,3
his,3
wealthy,3
clients,2
make,1
–,1
they,1
let,2
their,2
money,1
define,1
them.,0
“If,1
you,1
are,1
part,2
of,2
the,2
"1%,",4
you,1
still,1
have,1
problems.,0
There,1
are,1
other,1
parts,1
of,1
your,1
life.,0
Money,1
is,1
not,1
the,1
only,1
"thing,”",3
he,1
said.,0
“Your,1
problems,1
are,1
real.”,0
From,1
all,3
across,3
"Rwanda,",4
and,2
even,2
parts,2
of,2
neighboring,2
"Burundi,",2
people,1
flock,2
to,2
the,2
southern,2
town,2
of,2
Butare,1
to,1
a,1
little,1
shop,1
called,1
Inzozi,2
Nziza,1
(Sweet,2
Dreams).,0
They,1
come,1
for,1
a,1
taste,2
of,2
the,2
"unknown,",2
something,1
most,1
have,1
never,1
tasted,1
–,1
the,1
"sweet,",2
"cold,",2
velvety,1
embrace,1
of,1
ice,1
cream.,0
"Here,",2
at,2
the,3
central,3
African,3
country's,5
first,2
ice-cream,8
"parlor,",2
customers,1
can,1
buy,2
scoops,1
in,1
sweet,1
"cream,",6
passion,3
"fruit,",4
strawberry,1
and,1
pineapple,1
flavors.,0
Toppings,1
include,1
fresh,1
"fruit,",6
"honey,",4
chocolate,2
chips,1
and,1
granola.,0
Black,1
tea,2
and,2
coffee,1
are,1
also,1
on,1
sale.,0
The,1
"shop,",4
which,2
has,3
“ice,6
"cream,",6
"coffee,",6
dreams”,4
across,2
its,2
"signage,",2
is,1
milking,3
local,3
curiosity,2
about,2
the,2
dessert,2
–,2
and,2
“changing,4
lives”,4
in,2
the,2
"process,",2
says,1
Inzozi,3
Nziza's,3
"manager,",2
Louise,1
Ingabire.,0
“Ice,1
cream,1
is,1
"important,”",3
she,1
says,1
between,1
mouthfuls,1
of,1
a,1
honey-flavored,5
offering.,0
“Some,1
Rwandans,2
like,2
ice,2
"cream,",2
but,1
it's,2
a,1
new,1
thing.,0
We,1
still,1
have,2
some,2
work,2
to,2
"do,",2
to,1
tell,2
others,1
that,1
they'll,2
enjoy,1
it.”,0
True,2
to,2
Inzozi,4
Nziza's,5
"motto,",2
the,2
shop,1
can,1
certainly,1
make,2
dreams,1
come,1
true.,0
“I,1
didn't,2
have,3
a,3
job,2
before:,2
I,1
just,1
stayed,1
at,1
home.,0
"Now,",2
I,1
have,1
a,1
vision,1
for,1
the,1
future.,0
I,1
am,1
making,3
money,2
and,2
I,2
can,2
give,3
some,3
of,3
it,2
to,2
my,2
"family,”",3
says,1
the,1
27-year-old.,6
"Butare,",4
which,2
has,3
"89,600",3
residents,2
and,2
is,2
located,2
135km,5
south,2
of,2
the,2
"capital,",4
"Kigali,",2
is,1
the,1
home,1
of,1
the,1
National,1
University,1
of,1
Rwanda.,0
Inzozi,2
Nziza,1
has,1
become,1
a,1
hub,1
for,1
tired,1
students,1
looking,1
to,1
treat,2
themselves,1
to,1
something,1
cool,1
and,1
different.,0
“It's,2
something,2
uniting,3
people,2
"here,”",3
Kalisa,3
"Migendo,",4
a,2
24-year-old,14
agriculture,2
"student,",2
says.,0
“If,1
you,1
need,2
to,2
go,3
out,2
and,2
talk,2
to,2
a,2
"friend,",6
a,3
girl,2
or,2
a,2
"boy,",2
you,1
come,2
to,2
Inzozi,2
Nziza,1
for,1
an,1
ice,1
cream.”,0
Most,2
of,2
the,2
ingredients,1
are,1
sourced,2
locally,1
and,1
the,2
milk,1
comes,1
from,1
a,1
depot,1
in,1
nearby,1
Nyanza.,0
The,1
vanilla,1
beans,2
and,2
cocoa,1
are,1
imported.,0
Inzozi,2
Nziza,1
was,1
opened,1
by,1
the,1
theater,1
director,3
Odile,2
Gakire,1
Katese.,0
She,1
met,2
Alexis,4
Miesen,3
and,3
Jennie,3
"Dundas,",4
co-founders,2
of,2
Blue,2
Marble,2
Ice,2
Cream,2
in,2
"Brooklyn,",4
New,2
"York,",2
and,1
formed,2
a,2
partnership,2
with,2
them,1
to,1
open,2
the,2
shop,1
in,1
2010.,0
“An,1
ice-cream,5
"shop,",4
Katese,2
"proposed,",2
might,1
help,2
to,2
put,5
the,5
human,5
pieces,4
back,3
together,2
by,2
rebuilding,2
"spirits,",6
hopes,2
and,2
family,2
"traditions,”",3
Miesen,1
says.,0
At,1
the,1
"start,",2
Miesen,2
and,2
Dundas,1
owned,3
the,3
shop,2
in,2
partnership,2
with,2
its,2
staff,1
and,1
had,2
shares,1
in,1
the,1
"business,",2
which,1
is,1
a,1
cooperative,1
and,1
non-profit.,0
They,1
did,1
not,1
set,2
financial,2
"targets,",2
but,1
waited,2
for,2
18,2
months,1
before,1
they,1
transferred,2
their,2
shares,1
to,1
the,1
"women,",2
who,1
had,1
by,2
then,1
proved,1
their,1
business,1
credentials.,0
Though,1
ice,2
cream,1
is,1
somewhat,1
new,2
to,2
"Rwanda,",2
Ndangiza,1
is,1
enthused,1
by,1
the,1
idea,1
of,1
the,1
shop.,0
“I,1
think,1
it's,2
great.,0
It,1
requires,3
a,3
lot,3
of,3
skills,2
and,2
changing,2
people's,5
mindsets,1
because,1
selling,3
and,3
eating,2
ice,2
cream,1
is,1
not,1
part,1
of,1
Rwanda's,3
"culture"""".",0
The,1
Butare,1
shop,1
employs,1
nine,1
"women,",2
who,1
spend,2
their,2
spare,2
time,1
practicing,1
with,1
Ingoma,2
"Nshya,",2
Rwanda's,3
first,2
and,2
only,1
female,1
drumming,1
"troupe,",2
which,1
was,1
established,2
by,2
Katese,1
ten,2
years,1
ago.,0
The,1
musicians,1
are,1
Hutu,2
and,2
Tutsi,1
"women,",2
some,1
survivors,1
of,1
the,1
1994,1
"genocide,",2
during,2
which,1
almost,2
a,2
million,2
Tutsis,2
and,2
moderate,2
Hutus,1
were,1
killed.,0
Some,1
members,2
of,2
Ingoma,2
Nshya,1
are,1
"widows,",2
some,1
orphans.,0
Ingabire's,3
"father,",6
two,3
siblings,2
and,2
many,2
cousins,1
were,1
killed,1
in,1
the,1
genocide.,0
“Some,2
of,2
us,1
are,1
survivors;,4
some,2
know,2
someone,2
who,2
was,2
"killed,”",3
she,1
says.,0
“When,1
I'm,2
drumming,2
with,2
"them,",2
it,1
gives,3
me,2
power,1
because,1
we're,2
still,1
alive,1
and,1
survivors.”,0
The,1
popular,1
ice-cream,5
shop,1
features,1
in,1
a,1
documentary,1
by,1
Rob,2
and,2
Lisa,2
"Fruchtman,",2
sibling,1
film-,2
makers.,0
Sweet,1
"Dreams,",4
which,2
tells,2
the,2
story,2
of,2
how,2
the,3
women,2
have,2
forged,2
a,2
promising,2
post-,6
genocide,2
"future,",2
also,1
includes,1
the,1
female,1
drummers.,0
The,1
"film,",4
which,2
has,2
been,2
screened,2
in,2
more,4
than,3
a,3
dozen,2
"countries,",4
including,2
the,2
"US,",6
UK,2
and,2
several,2
African,2
"states,",2
premieres,2
in,2
Rwanda,1
in,1
2014.,0
“We,1
feel,2
the,3
film,2
is,2
about,2
"resilience,",10
"hope,",8
"bravery,",6
resourcefulness,2
and,2
the,2
ability,2
to,2
change,2
the,2
course,2
of,2
your,2
own,2
"life,”",3
says,1
Lisa,2
"Fruchtman,",2
who,1
won,2
an,2
Academy,2
Award,2
for,2
film-,4
editing,1
in,1
1984.,0
From,1
all,3
across,3
"Rwanda,",4
and,2
even,2
from,2
"Burundi,",2
people,1
are,1
coming,2
to,2
the,2
southern,2
town,2
of,2
Butare,1
to,1
a,1
little,1
shop,1
called,1
Inzozi,2
Nziza,1
(Sweet,2
Dreams).,0
They,1
come,1
for,1
a,1
taste,1
of,1
something,2
"new,",2
something,1
most,2
of,2
them,1
have,1
never,1
tasted,1
before,1
–,1
"sweet,",2
cold,1
ice,1
cream.,0
"Here,",2
at,2
the,3
central,3
African,3
country's,5
first,2
ice-cream,8
"shop,",2
customers,1
can,1
buy,2
ice,2
cream,1
in,1
sweet,1
"cream,",6
passion,3
"fruit,",4
strawberry,1
and,1
pineapple,1
flavors.,0
Toppings,1
include,1
fresh,1
"fruit,",6
"honey,",4
chocolate,2
chips,1
and,1
granola.,0
They,1
can,1
also,1
buy,1
black,1
tea,1
and,1
coffee.,0
The,1
"shop,",4
which,2
has,2
“ice,4
"cream,",8
"coffee,",6
dreams”,4
written,2
on,2
its,2
"signs,",2
is,1
taking,4
advantage,3
of,3
local,4
people's,7
curiosity,3
about,3
ice,3
cream,2
–,2
and,2
the,3
shop,2
is,2
also,2
“changing,4
"lives,”",3
says,1
Inzozi,3
Nziza's,3
"manager,",2
Louise,1
Ingabire.,0
“Ice,1
cream,1
is,1
"important,”",3
she,1
says,1
between,1
mouthfuls,1
of,1
honey-,4
flavored,1
ice,1
cream.,0
“Some,1
Rwandans,2
like,2
ice,2
"cream,",2
but,1
it's,2
a,1
new,1
thing.,0
We,1
still,1
have,2
some,2
work,2
to,2
"do,",2
to,1
tell,2
others,1
that,1
they'll,2
enjoy,1
it.”,0
The,1
shop,1
can,1
certainly,1
make,2
dreams,1
come,1
true.,0
“I,1
didn't,2
have,3
a,3
job,2
before:,2
I,1
just,1
stayed,1
at,1
home.,0
"Now,",2
I,1
have,1
a,1
vision,1
for,1
the,1
future.,0
I,1
am,1
making,3
money,2
and,2
I,2
can,2
give,3
some,3
of,3
it,2
to,2
my,2
"family,”",3
says,1
the,1
27-year-old.,6
Butare,1
has,2
"89,600",2
residents,1
and,1
is,1
135km,2
south,1
of,1
the,1
"capital,",2
Kigali.,0
It,1
is,1
the,1
home,1
of,1
the,1
National,1
University,1
of,1
Rwanda.,0
Inzozi,2
Nziza,1
has,1
become,1
a,1
meeting,1
place,1
for,1
students,1
who,1
want,1
to,1
treat,2
themselves,1
to,1
something,1
cool,1
and,1
different.,0
“The,1
shop,1
is,1
uniting,3
people,2
"here,”",3
Kalisa,3
"Migendo,",4
a,2
24-year-old,14
"student,",2
says.,0
“If,1
you,1
need,2
to,2
go,3
out,2
and,2
talk,2
to,2
a,2
"friend,",6
a,3
girl,2
or,2
a,2
"boy,",2
you,1
come,2
to,2
Inzozi,2
Nziza,1
for,1
an,1
ice,1
cream.”,0
Most,2
of,2
the,2
ingredients,1
are,1
from,1
local,1
sources,1
and,1
the,2
milk,1
comes,1
from,1
nearby,1
Nyanza.,0
The,1
vanilla,1
beans,2
and,2
cocoa,1
are,1
imported.,0
Inzozi,2
Nziza,1
was,1
opened,1
by,1
Odile,2
Gakire,1
Katese.,0
She,1
met,1
Alexis,3
Miesen,2
and,2
Jennie,2
"Dundas,",2
co-founders,1
of,1
Blue,1
Marble,1
Ice,1
Cream,1
in,1
"Brooklyn,",2
New,1
York.,0
The,1
three,1
women,1
formed,1
a,1
partnership,1
to,1
open,2
the,2
shop,1
in,1
2010.,0
At,1
the,1
"start,",2
Miesen,2
and,2
Dundas,1
owned,3
the,3
shop,2
in,2
partnership,2
with,2
its,2
employees,1
and,1
had,2
shares,1
in,1
the,1
"business,",2
which,1
is,1
a,1
cooperative.,0
After,1
18,1
"months,",2
they,1
gave,2
their,2
shares,1
to,1
the,1
women,1
"employees,",2
who,1
by,2
then,1
could,1
control,2
the,2
business,1
by,1
themselves.,0
Ice,1
cream,1
is,1
new,1
to,1
Rwanda.,0
Selling,3
and,3
eating,2
ice,2
cream,1
is,1
not,1
part,1
of,1
the,1
Rwandan,1
culture.,0
The,1
Butare,1
shop,1
employs,1
nine,1
women.,0
They,1
spend,2
their,2
free,2
time,1
practicing,1
with,1
Ingoma,2
"Nshya,",2
Rwanda's,3
first,2
and,2
only,1
female,1
drumming,1
group.,0
The,1
musicians,1
are,1
Hutu,1
and,1
Tutsi,1
women.,0
Some,1
are,1
survivors,2
of,2
the,2
1994,2
"genocide,",2
when,1
almost,2
a,2
million,2
Tutsis,2
and,2
Hutus,1
were,1
killed.,0
Some,1
members,2
of,2
Ingoma,2
Nshya,1
are,1
"widows,",2
some,1
orphans.,0
Ingabire's,3
"father,",6
two,3
siblings,2
and,2
many,2
cousins,1
were,1
killed,1
in,1
the,1
genocide.,0
“When,1
I'm,2
"drumming,",2
it,1
gives,4
me,3
power,2
because,2
we're,4
still,2
alive,2
and,2
"survivors,”",3
she,1
says.,0
The,1
ice-cream,5
shop,1
is,1
in,1
a,1
documentary,1
by,1
film-makers,4
Rob,1
and,1
Lisa,1
Fruchtman.,0
Sweet,1
"Dreams,",4
which,2
tells,2
the,2
story,2
of,2
how,2
the,3
women,2
have,2
made,3
a,3
positive,3
future,2
after,2
the,2
"genocide,",2
also,1
includes,1
the,1
female,1
drummers.,0
The,1
film,1
has,1
been,1
shown,1
in,1
many,1
"countries,",2
including,1
the,1
"US,",4
UK,1
and,1
several,1
African,1
states.,0
“We,1
feel,2
the,3
film,2
is,2
about,2
"hope,",6
bravery,2
and,2
the,2
ability,2
to,2
change,2
your,2
"life,”",3
says,1
Lisa,1
Fruchtman.,0
A,1
major,1
international,1
disagreement,2
with,2
wide-ranging,8
implications,2
for,2
global,2
drugs,2
policy,1
has,1
erupted,2
over,2
the,2
right,2
of,2
Bolivia's,5
indigenous,2
